millis,stamp,datetime,motion,temp,hum
2496999,1599492238,2020/9/7 15:23:58,Inactive,20.90,51.50
2497999,1599492239,2020/9/7 15:23:59,Inactive,20.90,51.50
2498999,1599492240,2020/9/7 15:24:0,Inactive,20.90,51.60
2499999,1599492241,2020/9/7 15:24:1,Inactive,20.90,51.60
2500999,1599492242,2020/9/7 15:24:2,Inactive,20.90,51.50
2501999,1599492243,2020/9/7 15:24:3,Inactive,20.90,51.50
2502999,1599492244,2020/9/7 15:24:4,Inactive,20.90,51.50
2503999,1599492245,2020/9/7 15:24:5,Inactive,20.90,51.50
2504999,1599492246,2020/9/7 15:24:6,Inactive,20.80,51.40
2505999,1599492247,2020/9/7 15:24:7,Inactive,20.80,51.40
2506999,1599492248,2020/9/7 15:24:8,Inactive,20.80,51.40
2507999,1599492249,2020/9/7 15:24:9,Inactive,20.80,51.40
2508999,1599492250,2020/9/7 15:24:10,Inactive,20.90,51.40
2509999,1599492251,2020/9/7 15:24:11,Inactive,20.90,51.40
2510999,1599492252,2020/9/7 15:24:12,Inactive,20.90,51.40
2512000,1599492253,2020/9/7 15:24:13,Inactive,20.90,51.40
2512999,1599492254,2020/9/7 15:24:14,Inactive,20.80,51.30
2513999,1599492255,2020/9/7 15:24:15,Inactive,20.80,51.30
2514999,1599492256,2020/9/7 15:24:16,Inactive,20.90,51.40
2515999,1599492257,2020/9/7 15:24:17,Inactive,20.90,51.40
2516999,1599492258,2020/9/7 15:24:18,Inactive,20.80,51.30
2517999,1599492259,2020/9/7 15:24:19,Inactive,20.80,51.30
2518999,1599492260,2020/9/7 15:24:20,Inactive,20.80,51.30
2519999,1599492261,2020/9/7 15:24:21,Inactive,20.80,51.30
2520999,1599492262,2020/9/7 15:24:22,Inactive,20.80,51.40
2521999,1599492263,2020/9/7 15:24:23,Inactive,20.80,51.40
2522999,1599492264,2020/9/7 15:24:24,Inactive,20.80,51.40
2523999,1599492265,2020/9/7 15:24:25,Inactive,20.80,51.40
2524999,1599492266,2020/9/7 15:24:26,Inactive,20.80,51.40
2525999,1599492267,2020/9/7 15:24:27,Inactive,20.80,51.40
2526999,1599492268,2020/9/7 15:24:28,Inactive,20.80,51.40
2528000,1599492269,2020/9/7 15:24:29,Inactive,20.80,51.40
2528999,1599492270,2020/9/7 15:24:30,Inactive,20.80,51.40
2529999,1599492271,2020/9/7 15:24:31,Inactive,20.80,51.40
2530999,1599492272,2020/9/7 15:24:32,Inactive,20.80,51.40
2531999,1599492273,2020/9/7 15:24:33,Inactive,20.80,51.40
2532999,1599492274,2020/9/7 15:24:34,Inactive,20.80,51.40
2533999,1599492275,2020/9/7 15:24:35,Inactive,20.80,51.40
2534999,1599492276,2020/9/7 15:24:36,Inactive,20.80,51.40
2535999,1599492277,2020/9/7 15:24:37,Inactive,20.80,51.40
2536999,1599492278,2020/9/7 15:24:38,Inactive,20.80,51.40
2537999,1599492279,2020/9/7 15:24:39,Inactive,20.80,51.40
2538999,1599492280,2020/9/7 15:24:40,Inactive,20.80,51.40
2539999,1599492281,2020/9/7 15:24:41,Inactive,20.80,51.40
2540999,1599492282,2020/9/7 15:24:42,Inactive,20.80,51.40
2541999,1599492283,2020/9/7 15:24:43,Inactive,20.80,51.40
2542999,1599492284,2020/9/7 15:24:44,Inactive,20.80,51.40
2544000,1599492285,2020/9/7 15:24:45,Inactive,20.80,51.40
2544999,1599492286,2020/9/7 15:24:46,Inactive,20.80,51.40
2545999,1599492287,2020/9/7 15:24:47,Inactive,20.80,51.40
2546999,1599492288,2020/9/7 15:24:48,Inactive,20.80,51.40
2547999,1599492289,2020/9/7 15:24:49,Inactive,20.80,51.40
2548999,1599492290,2020/9/7 15:24:50,Inactive,20.80,51.40
2549999,1599492291,2020/9/7 15:24:51,Inactive,20.80,51.40
2550999,1599492292,2020/9/7 15:24:52,Inactive,20.80,51.40
2551999,1599492293,2020/9/7 15:24:53,Inactive,20.80,51.40
2552999,1599492294,2020/9/7 15:24:54,Inactive,20.80,51.40
2553999,1599492295,2020/9/7 15:24:55,Inactive,20.80,51.40
2554999,1599492296,2020/9/7 15:24:56,Inactive,20.80,51.40
2555999,1599492297,2020/9/7 15:24:57,Inactive,20.80,51.40
2556999,1599492298,2020/9/7 15:24:58,Inactive,20.80,51.40
2557999,1599492299,2020/9/7 15:24:59,Inactive,20.80,51.40
2558999,1599492300,2020/9/7 15:25:0,Inactive,20.80,51.40
2560000,1599492301,2020/9/7 15:25:1,Inactive,20.80,51.40
2560999,1599492302,2020/9/7 15:25:2,Inactive,20.80,51.40
2561999,1599492303,2020/9/7 15:25:3,Inactive,20.80,51.40
2562999,1599492304,2020/9/7 15:25:4,Inactive,20.80,51.40
2563999,1599492305,2020/9/7 15:25:5,Inactive,20.80,51.40
2564999,1599492306,2020/9/7 15:25:6,Inactive,20.80,51.40
2565999,1599492307,2020/9/7 15:25:7,Inactive,20.80,51.40
2566999,1599492308,2020/9/7 15:25:8,Inactive,20.80,51.40
2567999,1599492309,2020/9/7 15:25:9,Inactive,20.80,51.40
2568999,1599492310,2020/9/7 15:25:10,Inactive,20.80,51.40
2569999,1599492311,2020/9/7 15:25:11,Inactive,20.80,51.40
2570999,1599492312,2020/9/7 15:25:12,Inactive,20.80,51.40
2571999,1599492313,2020/9/7 15:25:13,Inactive,20.80,51.40
2572999,1599492314,2020/9/7 15:25:14,Inactive,20.80,51.40
2573999,1599492315,2020/9/7 15:25:15,Inactive,20.80,51.40
2574999,1599492316,2020/9/7 15:25:16,Inactive,20.80,51.40
2576000,1599492317,2020/9/7 15:25:17,Inactive,20.80,51.40
2576999,1599492318,2020/9/7 15:25:18,Inactive,20.80,51.40
2577999,1599492319,2020/9/7 15:25:19,Inactive,20.80,51.40
2578999,1599492320,2020/9/7 15:25:20,Inactive,20.80,51.40
2579999,1599492321,2020/9/7 15:25:21,Inactive,20.80,51.40
2580999,1599492322,2020/9/7 15:25:22,Inactive,20.80,51.40
2581999,1599492323,2020/9/7 15:25:23,Inactive,20.80,51.40
2582999,1599492324,2020/9/7 15:25:24,Inactive,20.80,51.40
2583999,1599492325,2020/9/7 15:25:25,Inactive,20.80,51.40
2584999,1599492326,2020/9/7 15:25:26,Inactive,20.70,51.40
2585999,1599492327,2020/9/7 15:25:27,Inactive,20.70,51.40
2586999,1599492328,2020/9/7 15:25:28,Inactive,20.70,51.40
2587999,1599492329,2020/9/7 15:25:29,Inactive,20.70,51.40
2588999,1599492330,2020/9/7 15:25:30,Inactive,20.70,51.40
2589999,1599492331,2020/9/7 15:25:31,Inactive,20.70,51.40
2590999,1599492332,2020/9/7 15:25:32,Inactive,20.70,51.30
2592000,1599492333,2020/9/7 15:25:33,Inactive,20.70,51.30
2592999,1599492334,2020/9/7 15:25:34,Inactive,20.80,51.40
2593999,1599492335,2020/9/7 15:25:35,Inactive,20.80,51.40
2594999,1599492336,2020/9/7 15:25:36,Inactive,20.70,51.30
2595999,1599492337,2020/9/7 15:25:37,Inactive,20.70,51.30
2596999,1599492338,2020/9/7 15:25:38,Inactive,20.70,51.30
2597999,1599492339,2020/9/7 15:25:39,Inactive,20.70,51.30
2598999,1599492340,2020/9/7 15:25:40,Inactive,20.70,51.30
2599999,1599492341,2020/9/7 15:25:41,Inactive,20.70,51.30
2600999,1599492342,2020/9/7 15:25:42,Inactive,20.70,51.20
2601999,1599492343,2020/9/7 15:25:43,Inactive,20.70,51.20
2602999,1599492344,2020/9/7 15:25:44,Inactive,20.70,51.20
2603999,1599492345,2020/9/7 15:25:45,Inactive,20.70,51.20
2604999,1599492346,2020/9/7 15:25:46,Inactive,20.70,51.20
2605999,1599492347,2020/9/7 15:25:47,Inactive,20.70,51.20
2606999,1599492348,2020/9/7 15:25:48,Inactive,20.70,51.20
2608000,1599492349,2020/9/7 15:25:49,Inactive,20.70,51.20
2608999,1599492350,2020/9/7 15:25:50,Inactive,20.70,51.20
2609999,1599492351,2020/9/7 15:25:51,Inactive,20.70,51.20
2610999,1599492352,2020/9/7 15:25:52,Inactive,20.70,51.20
2611999,1599492353,2020/9/7 15:25:53,Inactive,20.70,51.20
2612999,1599492354,2020/9/7 15:25:54,Inactive,20.70,51.20
2613999,1599492355,2020/9/7 15:25:55,Inactive,20.70,51.20
2614999,1599492356,2020/9/7 15:25:56,Inactive,20.70,51.20
2615999,1599492357,2020/9/7 15:25:57,Inactive,20.70,51.20
2616999,1599492358,2020/9/7 15:25:58,Inactive,20.70,51.20
2617999,1599492359,2020/9/7 15:25:59,Inactive,20.70,51.20
2618999,1599492360,2020/9/7 15:26:0,Inactive,20.70,51.20
2619999,1599492361,2020/9/7 15:26:1,Inactive,20.70,51.20
2620999,1599492362,2020/9/7 15:26:2,Inactive,20.70,51.10
2621999,1599492363,2020/9/7 15:26:3,Inactive,20.70,51.10
2622999,1599492364,2020/9/7 15:26:4,Inactive,20.70,51.10
2624000,1599492365,2020/9/7 15:26:5,Inactive,20.70,51.10
2624999,1599492366,2020/9/7 15:26:6,Inactive,20.80,51.20
2625999,1599492367,2020/9/7 15:26:7,Inactive,20.80,51.20
2626999,1599492368,2020/9/7 15:26:8,Inactive,20.80,51.20
2627999,1599492369,2020/9/7 15:26:9,Inactive,20.80,51.20
2628999,1599492370,2020/9/7 15:26:10,Inactive,20.70,51.10
2629999,1599492371,2020/9/7 15:26:11,Inactive,20.70,51.10
2630999,1599492372,2020/9/7 15:26:12,Inactive,20.70,51.10
2631999,1599492373,2020/9/7 15:26:13,Inactive,20.70,51.10
2632999,1599492374,2020/9/7 15:26:14,Inactive,20.70,51.10
2633999,1599492375,2020/9/7 15:26:15,Inactive,20.70,51.10
2634999,1599492376,2020/9/7 15:26:16,Inactive,20.70,51.20
2635999,1599492377,2020/9/7 15:26:17,Inactive,20.70,51.20
2636999,1599492378,2020/9/7 15:26:18,Inactive,20.70,51.20
2637999,1599492379,2020/9/7 15:26:19,Inactive,20.70,51.20
2638999,1599492380,2020/9/7 15:26:20,Inactive,20.70,51.20
2640000,1599492381,2020/9/7 15:26:21,Inactive,20.70,51.20
2640999,1599492382,2020/9/7 15:26:22,Inactive,20.70,51.20
2641999,1599492383,2020/9/7 15:26:23,Inactive,20.70,51.20
2642999,1599492384,2020/9/7 15:26:24,Inactive,20.70,51.20
2643999,1599492385,2020/9/7 15:26:25,Inactive,20.70,51.20
2644999,1599492386,2020/9/7 15:26:26,Inactive,20.70,51.20
2645999,1599492387,2020/9/7 15:26:27,Inactive,20.70,51.20
2646999,1599492388,2020/9/7 15:26:28,Inactive,20.70,51.20
2647999,1599492389,2020/9/7 15:26:29,Inactive,20.70,51.20
2648999,1599492390,2020/9/7 15:26:30,Inactive,20.70,51.30
2649999,1599492391,2020/9/7 15:26:31,Inactive,20.70,51.30
2650999,1599492392,2020/9/7 15:26:32,Inactive,20.70,51.30
2651999,1599492393,2020/9/7 15:26:33,Inactive,20.70,51.30
2652999,1599492394,2020/9/7 15:26:34,Inactive,20.70,51.30
2653999,1599492395,2020/9/7 15:26:35,Inactive,20.70,51.30
2654999,1599492396,2020/9/7 15:26:36,Inactive,20.70,51.30
2656000,1599492397,2020/9/7 15:26:37,Inactive,20.70,51.30
2656999,1599492398,2020/9/7 15:26:38,Inactive,20.70,51.30
2657999,1599492399,2020/9/7 15:26:39,Inactive,20.70,51.30
2658999,1599492400,2020/9/7 15:26:40,Inactive,20.70,51.30
2659999,1599492401,2020/9/7 15:26:41,Inactive,20.70,51.30
2660999,1599492402,2020/9/7 15:26:42,Inactive,20.70,51.30
2661999,1599492403,2020/9/7 15:26:43,Inactive,20.70,51.30
2662999,1599492404,2020/9/7 15:26:44,Inactive,20.70,51.40
2663999,1599492405,2020/9/7 15:26:45,Inactive,20.70,51.40
2664999,1599492406,2020/9/7 15:26:46,Inactive,20.70,51.40
2665999,1599492407,2020/9/7 15:26:47,Inactive,20.70,51.40
2666999,1599492408,2020/9/7 15:26:48,Inactive,20.70,51.40
2667999,1599492409,2020/9/7 15:26:49,Inactive,20.70,51.40
2668999,1599492410,2020/9/7 15:26:50,Inactive,20.70,51.40
2669999,1599492411,2020/9/7 15:26:51,Inactive,20.70,51.40
2670999,1599492412,2020/9/7 15:26:52,Inactive,20.70,51.40
2672000,1599492413,2020/9/7 15:26:53,Inactive,20.70,51.40
2672999,1599492414,2020/9/7 15:26:54,Inactive,20.70,51.40
2673999,1599492415,2020/9/7 15:26:55,Inactive,20.70,51.40
2674999,1599492416,2020/9/7 15:26:56,Inactive,20.70,51.40
2675999,1599492417,2020/9/7 15:26:57,Inactive,20.70,51.40
2676999,1599492418,2020/9/7 15:26:58,Inactive,20.70,51.40
2677999,1599492419,2020/9/7 15:26:59,Inactive,20.70,51.40
2678999,1599492420,2020/9/7 15:27:0,Inactive,20.60,51.30
2679999,1599492421,2020/9/7 15:27:1,Inactive,20.60,51.30
2680999,1599492422,2020/9/7 15:27:2,Inactive,20.70,51.40
2681999,1599492423,2020/9/7 15:27:3,Inactive,20.70,51.40
2682999,1599492424,2020/9/7 15:27:4,Inactive,20.60,51.40
2683999,1599492425,2020/9/7 15:27:5,Inactive,20.60,51.40
2684999,1599492426,2020/9/7 15:27:6,Inactive,20.70,51.40
2685999,1599492427,2020/9/7 15:27:7,Inactive,20.70,51.40
2686999,1599492428,2020/9/7 15:27:8,Inactive,20.60,51.40
2688000,1599492429,2020/9/7 15:27:9,Inactive,20.60,51.40
2688999,1599492430,2020/9/7 15:27:10,Inactive,20.70,51.40
2689999,1599492431,2020/9/7 15:27:11,Inactive,20.70,51.40
2690999,1599492432,2020/9/7 15:27:12,Inactive,20.60,51.40
2691999,1599492433,2020/9/7 15:27:13,Inactive,20.60,51.40
2692999,1599492434,2020/9/7 15:27:14,Inactive,20.60,51.40
2693999,1599492435,2020/9/7 15:27:15,Inactive,20.60,51.40
2694999,1599492436,2020/9/7 15:27:16,Inactive,20.70,51.50
2695999,1599492437,2020/9/7 15:27:17,Inactive,20.70,51.50
2696999,1599492438,2020/9/7 15:27:18,Inactive,20.70,51.50
2697999,1599492439,2020/9/7 15:27:19,Inactive,20.70,51.50
2698999,1599492440,2020/9/7 15:27:20,Inactive,20.60,51.50
2699999,1599492441,2020/9/7 15:27:21,Inactive,20.60,51.50
2700999,1599492442,2020/9/7 15:27:22,Inactive,20.60,51.50
2701999,1599492443,2020/9/7 15:27:23,Inactive,20.60,51.50
2702999,1599492444,2020/9/7 15:27:24,Inactive,20.70,51.50
2704000,1599492445,2020/9/7 15:27:25,Inactive,20.70,51.50
2704999,1599492446,2020/9/7 15:27:26,Inactive,20.60,51.50
2705999,1599492447,2020/9/7 15:27:27,Inactive,20.60,51.50
2706999,1599492448,2020/9/7 15:27:28,Inactive,20.60,51.50
2707999,1599492449,2020/9/7 15:27:29,Inactive,20.60,51.50
2708999,1599492450,2020/9/7 15:27:30,Inactive,20.60,51.50
2709999,1599492451,2020/9/7 15:27:31,Inactive,20.60,51.50
2710999,1599492452,2020/9/7 15:27:32,Inactive,20.60,51.50
2711999,1599492453,2020/9/7 15:27:33,Inactive,20.60,51.50
2712999,1599492454,2020/9/7 15:27:34,Inactive,20.70,51.60
2713999,1599492455,2020/9/7 15:27:35,Inactive,20.70,51.60
2714999,1599492456,2020/9/7 15:27:36,Inactive,20.60,51.50
2715999,1599492457,2020/9/7 15:27:37,Inactive,20.60,51.50
2716999,1599492458,2020/9/7 15:27:38,Inactive,20.60,51.50
2717999,1599492459,2020/9/7 15:27:39,Inactive,20.60,51.50
2718999,1599492460,2020/9/7 15:27:40,Inactive,20.60,51.60
2720000,1599492461,2020/9/7 15:27:41,Inactive,20.60,51.60
2720999,1599492462,2020/9/7 15:27:42,Inactive,20.70,51.60
2721999,1599492463,2020/9/7 15:27:43,Inactive,20.70,51.60
2722999,1599492464,2020/9/7 15:27:44,Inactive,20.60,51.60
2723999,1599492465,2020/9/7 15:27:45,Inactive,20.60,51.60
2724999,1599492466,2020/9/7 15:27:46,Inactive,20.60,51.60
2725999,1599492467,2020/9/7 15:27:47,Inactive,20.60,51.60
2726999,1599492468,2020/9/7 15:27:48,Inactive,20.60,51.70
2727999,1599492469,2020/9/7 15:27:49,Inactive,20.60,51.70
2728999,1599492470,2020/9/7 15:27:50,Inactive,20.60,51.70
2729999,1599492471,2020/9/7 15:27:51,Inactive,20.60,51.70
2730999,1599492472,2020/9/7 15:27:52,Inactive,20.60,51.80
2731999,1599492473,2020/9/7 15:27:53,Inactive,20.60,51.80
2732999,1599492474,2020/9/7 15:27:54,Inactive,20.60,51.80
2733999,1599492475,2020/9/7 15:27:55,Inactive,20.60,51.80
2734999,1599492476,2020/9/7 15:27:56,Inactive,20.60,51.90
2736000,1599492477,2020/9/7 15:27:57,Inactive,20.60,51.90
2736999,1599492478,2020/9/7 15:27:58,Inactive,20.60,52.00
2737999,1599492479,2020/9/7 15:27:59,Inactive,20.60,52.00
2738999,1599492480,2020/9/7 15:28:0,Inactive,20.60,52.00
2739999,1599492481,2020/9/7 15:28:1,Inactive,20.60,52.00
2740999,1599492482,2020/9/7 15:28:2,Inactive,20.60,51.90
2741999,1599492483,2020/9/7 15:28:3,Inactive,20.60,51.90
2742999,1599492484,2020/9/7 15:28:4,Inactive,20.60,52.10
2743999,1599492485,2020/9/7 15:28:5,Inactive,20.60,52.10
2744999,1599492486,2020/9/7 15:28:6,Inactive,20.60,52.10
2745999,1599492487,2020/9/7 15:28:7,Inactive,20.60,52.10
2746999,1599492488,2020/9/7 15:28:8,Inactive,20.60,52.10
2747999,1599492489,2020/9/7 15:28:9,Inactive,20.60,52.10
2748999,1599492490,2020/9/7 15:28:10,Inactive,20.60,52.10
2749999,1599492491,2020/9/7 15:28:11,Inactive,20.60,52.10
2750999,1599492492,2020/9/7 15:28:12,Inactive,20.60,52.10
2752000,1599492493,2020/9/7 15:28:13,Inactive,20.60,52.10
2752999,1599492494,2020/9/7 15:28:14,Inactive,20.60,52.00
2753999,1599492495,2020/9/7 15:28:15,Inactive,20.60,52.00
2754999,1599492496,2020/9/7 15:28:16,Inactive,20.70,52.00
2755999,1599492497,2020/9/7 15:28:17,Inactive,20.70,52.00
2756999,1599492498,2020/9/7 15:28:18,Inactive,20.60,51.90
2757999,1599492499,2020/9/7 15:28:19,Inactive,20.60,51.90
2758999,1599492500,2020/9/7 15:28:20,Inactive,20.70,51.90
2759999,1599492501,2020/9/7 15:28:21,Inactive,20.70,51.90
2760999,1599492502,2020/9/7 15:28:22,Inactive,20.70,51.90
2761999,1599492503,2020/9/7 15:28:23,Inactive,20.70,51.90
2762999,1599492504,2020/9/7 15:28:24,Inactive,20.70,51.90
2763999,1599492505,2020/9/7 15:28:25,Inactive,20.70,51.90
2764999,1599492506,2020/9/7 15:28:26,Inactive,20.70,51.80
2766000,1599492507,2020/9/7 15:28:27,Inactive,20.70,51.80
2766999,1599492508,2020/9/7 15:28:28,Inactive,20.70,51.80
2768000,1599492509,2020/9/7 15:28:29,Inactive,20.70,51.80
2768999,1599492510,2020/9/7 15:28:30,Inactive,20.70,51.80
2770000,1599492511,2020/9/7 15:28:31,Inactive,20.70,51.80
2770999,1599492512,2020/9/7 15:28:32,Inactive,20.70,51.80
2772000,1599492513,2020/9/7 15:28:33,Inactive,20.70,51.80
2772999,1599492514,2020/9/7 15:28:34,Inactive,20.60,51.80
2773999,1599492515,2020/9/7 15:28:35,Inactive,20.60,51.80
2774999,1599492516,2020/9/7 15:28:36,Inactive,20.70,51.80
2776000,1599492517,2020/9/7 15:28:37,Inactive,20.70,51.80
2776999,1599492518,2020/9/7 15:28:38,Inactive,20.70,51.80
2778000,1599492519,2020/9/7 15:28:39,Inactive,20.70,51.80
2778999,1599492520,2020/9/7 15:28:40,Inactive,20.70,51.80
2780000,1599492521,2020/9/7 15:28:41,Inactive,20.70,51.80
2780999,1599492522,2020/9/7 15:28:42,Inactive,20.70,51.80
2782000,1599492523,2020/9/7 15:28:43,Inactive,20.70,51.80
2782999,1599492524,2020/9/7 15:28:44,Inactive,20.70,51.80
2784000,1599492525,2020/9/7 15:28:45,Inactive,20.70,51.80
2784999,1599492526,2020/9/7 15:28:46,Inactive,20.70,51.80
2786000,1599492527,2020/9/7 15:28:47,Inactive,20.70,51.80
2786999,1599492528,2020/9/7 15:28:48,Inactive,20.70,51.80
2788000,1599492529,2020/9/7 15:28:49,Inactive,20.70,51.80
2788999,1599492530,2020/9/7 15:28:50,Inactive,20.70,51.70
2789999,1599492531,2020/9/7 15:28:51,Inactive,20.70,51.70
2790999,1599492532,2020/9/7 15:28:52,Inactive,20.70,51.70
2791999,1599492533,2020/9/7 15:28:53,Inactive,20.70,51.70
2792999,1599492534,2020/9/7 15:28:54,Inactive,20.70,51.70
2793999,1599492535,2020/9/7 15:28:55,Inactive,20.70,51.70
2794999,1599492536,2020/9/7 15:28:56,Inactive,20.70,51.70
2795999,1599492537,2020/9/7 15:28:57,Inactive,20.70,51.70
2796999,1599492538,2020/9/7 15:28:58,Inactive,20.70,51.60
2797999,1599492539,2020/9/7 15:28:59,Inactive,20.70,51.60
2798999,1599492540,2020/9/7 15:29:0,Inactive,20.70,51.60
2800000,1599492541,2020/9/7 15:29:1,Inactive,20.70,51.60
2800999,1599492542,2020/9/7 15:29:2,Inactive,20.70,51.60
2801999,1599492543,2020/9/7 15:29:3,Inactive,20.70,51.60
2802999,1599492544,2020/9/7 15:29:4,Inactive,20.70,51.60
2803999,1599492545,2020/9/7 15:29:5,Inactive,20.70,51.60
2804999,1599492546,2020/9/7 15:29:6,Inactive,20.70,51.60
2805999,1599492547,2020/9/7 15:29:7,Inactive,20.70,51.60
2806999,1599492548,2020/9/7 15:29:8,Inactive,20.70,51.60
2807999,1599492549,2020/9/7 15:29:9,Inactive,20.70,51.60
2808999,1599492550,2020/9/7 15:29:10,Inactive,20.70,51.60
2809999,1599492551,2020/9/7 15:29:11,Inactive,20.70,51.60
2810999,1599492552,2020/9/7 15:29:12,Inactive,20.70,51.60
2811999,1599492553,2020/9/7 15:29:13,Inactive,20.70,51.60
2812999,1599492554,2020/9/7 15:29:14,Inactive,20.80,51.80
2813999,1599492555,2020/9/7 15:29:15,Inactive,20.80,51.80
2814999,1599492556,2020/9/7 15:29:16,Inactive,20.70,51.70
2816000,1599492557,2020/9/7 15:29:17,Inactive,20.70,51.70
2816999,1599492558,2020/9/7 15:29:18,Inactive,20.70,51.70
2817999,1599492559,2020/9/7 15:29:19,Inactive,20.70,51.70
2818999,1599492560,2020/9/7 15:29:20,Inactive,20.70,51.70
2819999,1599492561,2020/9/7 15:29:21,Inactive,20.70,51.70
2820999,1599492562,2020/9/7 15:29:22,Inactive,20.70,51.70
2821999,1599492563,2020/9/7 15:29:23,Inactive,20.70,51.70
2822999,1599492564,2020/9/7 15:29:24,Inactive,20.70,51.70
2823999,1599492565,2020/9/7 15:29:25,Inactive,20.70,51.70
2824999,1599492566,2020/9/7 15:29:26,Inactive,20.70,51.70
2825999,1599492567,2020/9/7 15:29:27,Inactive,20.70,51.70
2826999,1599492568,2020/9/7 15:29:28,Inactive,20.70,51.70
2827999,1599492569,2020/9/7 15:29:29,Inactive,20.70,51.70
2828999,1599492570,2020/9/7 15:29:30,Inactive,20.70,51.70
2829999,1599492571,2020/9/7 15:29:31,Inactive,20.70,51.70
2830999,1599492572,2020/9/7 15:29:32,Inactive,20.80,51.80
2832000,1599492573,2020/9/7 15:29:33,Inactive,20.80,51.80
2832999,1599492574,2020/9/7 15:29:34,Inactive,20.80,51.80
2833999,1599492575,2020/9/7 15:29:35,Inactive,20.80,51.80
2834999,1599492576,2020/9/7 15:29:36,Inactive,20.80,51.80
2835999,1599492577,2020/9/7 15:29:37,Inactive,20.80,51.80
2836999,1599492578,2020/9/7 15:29:38,Inactive,20.80,51.80
2837999,1599492579,2020/9/7 15:29:39,Inactive,20.80,51.80
2838999,1599492580,2020/9/7 15:29:40,Inactive,20.80,51.80
2839999,1599492581,2020/9/7 15:29:41,Inactive,20.80,51.80
2840999,1599492582,2020/9/7 15:29:42,Inactive,20.70,51.70
2841999,1599492583,2020/9/7 15:29:43,Inactive,20.70,51.70
2842999,1599492584,2020/9/7 15:29:44,Inactive,20.80,51.80
2843999,1599492585,2020/9/7 15:29:45,Inactive,20.80,51.80
2844999,1599492586,2020/9/7 15:29:46,Inactive,20.80,51.70
2845999,1599492587,2020/9/7 15:29:47,Inactive,20.80,51.70
2846999,1599492588,2020/9/7 15:29:48,Inactive,20.80,51.60
2848000,1599492589,2020/9/7 15:29:49,Inactive,20.80,51.60
2848999,1599492590,2020/9/7 15:29:50,Inactive,20.80,51.50
2849999,1599492591,2020/9/7 15:29:51,Inactive,20.80,51.50
2850999,1599492592,2020/9/7 15:29:52,Inactive,20.80,51.40
2851999,1599492593,2020/9/7 15:29:53,Inactive,20.80,51.40
2852999,1599492594,2020/9/7 15:29:54,Inactive,20.80,51.30
2853999,1599492595,2020/9/7 15:29:55,Inactive,20.80,51.30
2854999,1599492596,2020/9/7 15:29:56,Inactive,20.80,51.30
2855999,1599492597,2020/9/7 15:29:57,Inactive,20.80,51.30
2856999,1599492598,2020/9/7 15:29:58,Inactive,20.80,51.20
2857999,1599492599,2020/9/7 15:29:59,Inactive,20.80,51.20
2858999,1599492600,2020/9/7 15:30:0,Inactive,20.80,51.20
2859999,1599492601,2020/9/7 15:30:1,Inactive,20.80,51.20
2860999,1599492602,2020/9/7 15:30:2,Inactive,20.80,51.30
2861999,1599492603,2020/9/7 15:30:3,Inactive,20.80,51.30
2862999,1599492604,2020/9/7 15:30:4,Inactive,20.80,51.30
2864000,1599492605,2020/9/7 15:30:5,Inactive,20.80,51.30
2864999,1599492606,2020/9/7 15:30:6,Inactive,20.80,51.40
2865999,1599492607,2020/9/7 15:30:7,Inactive,20.80,51.40
2866999,1599492608,2020/9/7 15:30:8,Inactive,20.80,51.40
2867999,1599492609,2020/9/7 15:30:9,Inactive,20.80,51.40
2868999,1599492610,2020/9/7 15:30:10,Inactive,20.80,51.40
2869999,1599492611,2020/9/7 15:30:11,Inactive,20.80,51.40
2870999,1599492612,2020/9/7 15:30:12,Inactive,20.90,51.50
2871999,1599492613,2020/9/7 15:30:13,Inactive,20.90,51.50
2872999,1599492614,2020/9/7 15:30:14,Inactive,20.80,51.40
2873999,1599492615,2020/9/7 15:30:15,Inactive,20.80,51.40
2874999,1599492616,2020/9/7 15:30:16,Inactive,20.80,51.40
2875999,1599492617,2020/9/7 15:30:17,Inactive,20.80,51.40
2876999,1599492618,2020/9/7 15:30:18,Inactive,20.80,51.30
2877999,1599492619,2020/9/7 15:30:19,Inactive,20.80,51.30
2878999,1599492620,2020/9/7 15:30:20,Inactive,20.80,51.30
2880000,1599492621,2020/9/7 15:30:21,Inactive,20.80,51.30
2880999,1599492622,2020/9/7 15:30:22,Inactive,20.80,51.30
2881999,1599492623,2020/9/7 15:30:23,Inactive,20.80,51.30
2882999,1599492624,2020/9/7 15:30:24,Inactive,20.80,51.20
2883999,1599492625,2020/9/7 15:30:25,Inactive,20.80,51.20
2884999,1599492626,2020/9/7 15:30:26,Inactive,20.80,51.20
2885999,1599492627,2020/9/7 15:30:27,Inactive,20.80,51.20
2886999,1599492628,2020/9/7 15:30:28,Inactive,20.90,51.30
2887999,1599492629,2020/9/7 15:30:29,Inactive,20.90,51.30
2888999,1599492630,2020/9/7 15:30:30,Inactive,20.80,51.20
2889999,1599492631,2020/9/7 15:30:31,Inactive,20.80,51.20
2890999,1599492632,2020/9/7 15:30:32,Inactive,20.80,51.20
2891999,1599492633,2020/9/7 15:30:33,Inactive,20.80,51.20
2892999,1599492634,2020/9/7 15:30:34,Inactive,20.80,51.20
2893999,1599492635,2020/9/7 15:30:35,Inactive,20.80,51.20
2894999,1599492636,2020/9/7 15:30:36,Inactive,20.80,51.20
