millis,stamp,datetime,motion,temp,hum
9,1599489731,2020/9/7 14:42:11,Inactive,20.60,50.30
11342999,1599489732,2020/9/7 14:42:12,Inactive,20.50,50.30
999,1599489735,2020/9/7 14:42:15,Active,20.50,50.30
1999,1599489736,2020/9/7 14:42:16,Inactive,20.50,50.30
2999,1599489737,2020/9/7 14:42:17,Inactive,20.50,50.30
3999,1599489738,2020/9/7 14:42:18,Inactive,20.60,50.30
5000,1599489739,2020/9/7 14:42:19,Inactive,20.60,50.30
5999,1599489740,2020/9/7 14:42:20,Inactive,20.50,50.30
6999,1599489741,2020/9/7 14:42:21,Inactive,20.50,50.30
7999,1599489742,2020/9/7 14:42:22,Inactive,20.60,50.30
8999,1599489744,2020/9/7 14:42:24,Inactive,20.60,50.30
9999,1599489745,2020/9/7 14:42:25,Active,20.60,50.20
10999,1599489746,2020/9/7 14:42:26,Active,20.60,50.20
11999,1599489747,2020/9/7 14:42:27,Inactive,20.60,50.20
12999,1599489748,2020/9/7 14:42:28,Inactive,20.60,50.20
13999,1599489749,2020/9/7 14:42:29,Active,20.60,50.10
14999,1599489750,2020/9/7 14:42:30,Active,20.60,50.10
16000,1599489751,2020/9/7 14:42:31,Inactive,20.60,50.10
16999,1599489752,2020/9/7 14:42:32,Active,20.60,50.10
17999,1599489753,2020/9/7 14:42:33,Active,20.60,50.10
18999,1599489754,2020/9/7 14:42:34,Active,20.60,50.10
19999,1599489755,2020/9/7 14:42:35,Inactive,20.60,50.10
20999,1599489756,2020/9/7 14:42:36,Active,20.60,50.00
21999,1599489757,2020/9/7 14:42:37,Active,20.60,50.00
22999,1599489758,2020/9/7 14:42:38,Active,20.60,50.00
23999,1599489759,2020/9/7 14:42:39,Inactive,20.60,50.00
24999,1599489760,2020/9/7 14:42:40,Active,20.60,50.00
25999,1599489761,2020/9/7 14:42:41,Active,20.60,50.00
26999,1599489762,2020/9/7 14:42:42,Active,20.60,50.00
27999,1599489763,2020/9/7 14:42:43,Inactive,20.60,50.00
28999,1599489764,2020/9/7 14:42:44,Inactive,20.60,50.00
29999,1599489765,2020/9/7 14:42:45,Active,20.60,50.00
30999,1599489766,2020/9/7 14:42:46,Active,20.60,49.90
32000,1599489767,2020/9/7 14:42:47,Active,20.60,49.90
32999,1599489768,2020/9/7 14:42:48,Inactive,20.60,49.90
33999,1599489769,2020/9/7 14:42:49,Inactive,20.60,49.90
34999,1599489770,2020/9/7 14:42:50,Inactive,20.50,49.90
35999,1599489771,2020/9/7 14:42:51,Inactive,20.50,49.90
36999,1599489772,2020/9/7 14:42:52,Inactive,20.60,49.90
37999,1599489773,2020/9/7 14:42:53,Inactive,20.60,49.90
38999,1599489774,2020/9/7 14:42:54,Inactive,20.60,49.90
39999,1599489775,2020/9/7 14:42:55,Inactive,20.60,49.90
40999,1599489776,2020/9/7 14:42:56,Inactive,20.60,49.90
41999,1599489777,2020/9/7 14:42:57,Inactive,20.60,49.90
42999,1599489778,2020/9/7 14:42:58,Inactive,20.60,50.00
43999,1599489779,2020/9/7 14:42:59,Inactive,20.60,50.00
44999,1599489780,2020/9/7 14:43:0,Inactive,20.60,50.00
45999,1599489781,2020/9/7 14:43:1,Active,20.60,50.00
46999,1599489782,2020/9/7 14:43:2,Active,20.60,50.00
48000,1599489783,2020/9/7 14:43:3,Active,20.60,50.00
48999,1599489784,2020/9/7 14:43:4,Active,20.60,50.00
49999,1599489785,2020/9/7 14:43:5,Active,20.60,50.00
50999,1599489786,2020/9/7 14:43:6,Inactive,20.60,49.90
51999,1599489787,2020/9/7 14:43:7,Inactive,20.60,49.90
52999,1599489788,2020/9/7 14:43:8,Active,20.60,50.00
53999,1599489789,2020/9/7 14:43:9,Active,20.60,50.00
54999,1599489790,2020/9/7 14:43:10,Active,20.60,50.70
56000,1599489791,2020/9/7 14:43:11,Active,20.60,50.70
56999,1599489792,2020/9/7 14:43:12,Active,20.60,51.00
57999,1599489793,2020/9/7 14:43:13,Inactive,20.60,51.00
58999,1599489794,2020/9/7 14:43:14,Inactive,20.60,51.00
59999,1599489795,2020/9/7 14:43:15,Inactive,20.60,51.00
60999,1599489796,2020/9/7 14:43:16,Inactive,20.60,50.90
62000,1599489797,2020/9/7 14:43:17,Inactive,20.60,50.90
62999,1599489798,2020/9/7 14:43:18,Inactive,20.60,50.80
64000,1599489799,2020/9/7 14:43:19,Active,20.60,50.80
64999,1599489800,2020/9/7 14:43:20,Active,20.60,50.60
65999,1599489801,2020/9/7 14:43:21,Active,20.60,50.60
66999,1599489802,2020/9/7 14:43:22,Active,20.60,50.50
67999,1599489803,2020/9/7 14:43:23,Active,20.60,50.50
68999,1599489804,2020/9/7 14:43:24,Active,20.60,50.40
69999,1599489805,2020/9/7 14:43:25,Inactive,20.60,50.40
70999,1599489806,2020/9/7 14:43:26,Inactive,20.60,50.30
72000,1599489807,2020/9/7 14:43:27,Active,20.60,50.30
72999,1599489808,2020/9/7 14:43:28,Active,20.60,50.20
73999,1599489809,2020/9/7 14:43:29,Active,20.60,50.20
74999,1599489810,2020/9/7 14:43:30,Inactive,20.50,50.10
75999,1599489811,2020/9/7 14:43:31,Inactive,20.50,50.10
76999,1599489812,2020/9/7 14:43:32,Inactive,20.60,50.10
77999,1599489813,2020/9/7 14:43:33,Inactive,20.60,50.10
78999,1599489814,2020/9/7 14:43:34,Inactive,20.60,50.20
80000,1599489815,2020/9/7 14:43:35,Inactive,20.60,50.20
80999,1599489816,2020/9/7 14:43:36,Inactive,20.50,50.10
81999,1599489817,2020/9/7 14:43:37,Inactive,20.50,50.10
82999,1599489818,2020/9/7 14:43:38,Inactive,20.60,50.20
83999,1599489819,2020/9/7 14:43:39,Inactive,20.60,50.20
84999,1599489820,2020/9/7 14:43:40,Active,20.60,50.20
85999,1599489821,2020/9/7 14:43:41,Active,20.60,50.20
86999,1599489822,2020/9/7 14:43:42,Active,20.60,50.10
87999,1599489823,2020/9/7 14:43:43,Active,20.60,50.10
88999,1599489824,2020/9/7 14:43:44,Active,20.60,50.10
89999,1599489825,2020/9/7 14:43:45,Active,20.60,50.10
90999,1599489826,2020/9/7 14:43:46,Inactive,20.60,50.10
91999,1599489827,2020/9/7 14:43:47,Inactive,20.60,50.10
92999,1599489828,2020/9/7 14:43:48,Inactive,20.60,50.10
93999,1599489829,2020/9/7 14:43:49,Inactive,20.60,50.10
94999,1599489830,2020/9/7 14:43:50,Inactive,20.60,50.20
96000,1599489831,2020/9/7 14:43:51,Active,20.60,50.20
96999,1599489832,2020/9/7 14:43:52,Active,20.60,50.10
97999,1599489833,2020/9/7 14:43:53,Inactive,20.60,50.10
98999,1599489834,2020/9/7 14:43:54,Inactive,20.60,50.10
99999,1599489835,2020/9/7 14:43:55,Inactive,20.60,50.10
100999,1599489836,2020/9/7 14:43:56,Active,20.50,50.00
101999,1599489837,2020/9/7 14:43:57,Active,20.50,50.00
102999,1599489838,2020/9/7 14:43:58,Inactive,20.60,50.10
103999,1599489839,2020/9/7 14:43:59,Inactive,20.60,50.10
104999,1599489840,2020/9/7 14:44:0,Active,20.60,50.20
105999,1599489841,2020/9/7 14:44:1,Active,20.60,50.20
106999,1599489842,2020/9/7 14:44:2,Inactive,20.60,50.20
107999,1599489843,2020/9/7 14:44:3,Inactive,20.60,50.20
108999,1599489844,2020/9/7 14:44:4,Inactive,20.60,50.20
109999,1599489845,2020/9/7 14:44:5,Inactive,20.60,50.20
110999,1599489846,2020/9/7 14:44:6,Inactive,20.60,50.20
112000,1599489847,2020/9/7 14:44:7,Inactive,20.60,50.20
112999,1599489848,2020/9/7 14:44:8,Active,20.60,50.20
113999,1599489849,2020/9/7 14:44:9,Active,20.60,50.20
114999,1599489850,2020/9/7 14:44:10,Active,20.60,50.20
115999,1599489851,2020/9/7 14:44:11,Active,20.60,50.20
116999,1599489852,2020/9/7 14:44:12,Inactive,20.60,50.20
118000,1599489853,2020/9/7 14:44:13,Active,20.60,50.20
118999,1599489854,2020/9/7 14:44:14,Active,20.60,50.20
120000,1599489855,2020/9/7 14:44:15,Inactive,20.60,50.20
120999,1599489856,2020/9/7 14:44:16,Inactive,20.60,50.20
122000,1599489857,2020/9/7 14:44:17,Inactive,20.60,50.20
122999,1599489858,2020/9/7 14:44:18,Inactive,20.60,50.20
124000,1599489859,2020/9/7 14:44:19,Inactive,20.60,50.20
124999,1599489860,2020/9/7 14:44:20,Inactive,20.60,50.20
126000,1599489861,2020/9/7 14:44:21,Inactive,20.60,50.20
126999,1599489862,2020/9/7 14:44:22,Active,20.60,50.20
128000,1599489863,2020/9/7 14:44:23,Active,20.60,50.20
128999,1599489864,2020/9/7 14:44:24,Active,20.60,50.20
129999,1599489865,2020/9/7 14:44:25,Active,20.60,50.20
130999,1599489866,2020/9/7 14:44:26,Inactive,20.60,50.20
132000,1599489867,2020/9/7 14:44:27,Inactive,20.60,50.20
132999,1599489868,2020/9/7 14:44:28,Inactive,20.60,50.20
134000,1599489869,2020/9/7 14:44:29,Inactive,20.60,50.20
134999,1599489870,2020/9/7 14:44:30,Inactive,20.60,50.20
136000,1599489871,2020/9/7 14:44:31,Inactive,20.60,50.20
136999,1599489872,2020/9/7 14:44:32,Inactive,20.60,50.20
138000,1599489873,2020/9/7 14:44:33,Active,20.60,50.20
138999,1599489874,2020/9/7 14:44:34,Active,20.60,50.20
139999,1599489875,2020/9/7 14:44:35,Active,20.60,50.20
140999,1599489876,2020/9/7 14:44:36,Inactive,20.60,50.20
142000,1599489877,2020/9/7 14:44:37,Inactive,20.60,50.20
142999,1599489878,2020/9/7 14:44:38,Inactive,20.60,50.20
144000,1599489879,2020/9/7 14:44:39,Inactive,20.60,50.20
144999,1599489880,2020/9/7 14:44:40,Inactive,20.60,50.20
146000,1599489881,2020/9/7 14:44:41,Inactive,20.60,50.20
146999,1599489882,2020/9/7 14:44:42,Inactive,20.60,50.20
148000,1599489883,2020/9/7 14:44:43,Inactive,20.60,50.20
148999,1599489884,2020/9/7 14:44:44,Inactive,20.60,50.20
150000,1599489885,2020/9/7 14:44:45,Inactive,20.60,50.20
150999,1599489886,2020/9/7 14:44:46,Active,20.60,50.30
151999,1599489887,2020/9/7 14:44:47,Active,20.60,50.30
152999,1599489888,2020/9/7 14:44:48,Active,20.50,50.20
153999,1599489889,2020/9/7 14:44:49,Active,20.50,50.20
154999,1599489890,2020/9/7 14:44:50,Active,20.60,50.30
155999,1599489891,2020/9/7 14:44:51,Inactive,20.60,50.30
156999,1599489892,2020/9/7 14:44:52,Inactive,20.60,50.30
157999,1599489893,2020/9/7 14:44:53,Inactive,20.60,50.30
158999,1599489894,2020/9/7 14:44:54,Inactive,20.60,50.40
160000,1599489895,2020/9/7 14:44:55,Inactive,20.60,50.40
160999,1599489896,2020/9/7 14:44:56,Inactive,20.60,50.40
162000,1599489897,2020/9/7 14:44:57,Inactive,20.60,50.40
162999,1599489898,2020/9/7 14:44:58,Inactive,20.50,50.40
163999,1599489899,2020/9/7 14:44:59,Inactive,20.50,50.40
164999,1599489900,2020/9/7 14:45:0,Inactive,20.60,50.40
165999,1599489901,2020/9/7 14:45:1,Inactive,20.60,50.40
166999,1599489902,2020/9/7 14:45:2,Inactive,20.60,50.40
168000,1599489903,2020/9/7 14:45:3,Inactive,20.60,50.40
168999,1599489904,2020/9/7 14:45:4,Inactive,20.60,50.40
169999,1599489905,2020/9/7 14:45:5,Inactive,20.60,50.40
170999,1599489906,2020/9/7 14:45:6,Inactive,20.50,50.40
171999,1599489907,2020/9/7 14:45:7,Inactive,20.50,50.40
172999,1599489908,2020/9/7 14:45:8,Inactive,20.60,50.40
174000,1599489909,2020/9/7 14:45:9,Inactive,20.60,50.40
174999,1599489910,2020/9/7 14:45:10,Active,20.60,50.40
176000,1599489911,2020/9/7 14:45:11,Active,20.60,50.40
176999,1599489912,2020/9/7 14:45:12,Inactive,20.60,50.40
178000,1599489913,2020/9/7 14:45:13,Inactive,20.60,50.40
178999,1599489914,2020/9/7 14:45:14,Active,20.60,50.40
179999,1599489915,2020/9/7 14:45:15,Active,20.60,50.40
180999,1599489916,2020/9/7 14:45:16,Active,20.60,50.40
182000,1599489917,2020/9/7 14:45:17,Inactive,20.60,50.40
182999,1599489918,2020/9/7 14:45:18,Inactive,20.60,50.50
183999,1599489919,2020/9/7 14:45:19,Inactive,20.60,50.50
184999,1599489920,2020/9/7 14:45:20,Inactive,20.50,50.40
185999,1599489921,2020/9/7 14:45:21,Inactive,20.50,50.40
186999,1599489922,2020/9/7 14:45:22,Active,20.50,50.40
187999,1599489923,2020/9/7 14:45:23,Active,20.50,50.40
188999,1599489924,2020/9/7 14:45:24,Active,20.50,50.40
189999,1599489925,2020/9/7 14:45:25,Inactive,20.50,50.40
190999,1599489926,2020/9/7 14:45:26,Inactive,20.60,50.50
192000,1599489927,2020/9/7 14:45:27,Inactive,20.60,50.50
192999,1599489928,2020/9/7 14:45:28,Inactive,20.60,50.50
193999,1599489929,2020/9/7 14:45:29,Inactive,20.60,50.50
194999,1599489930,2020/9/7 14:45:30,Inactive,20.50,50.50
195999,1599489931,2020/9/7 14:45:31,Inactive,20.50,50.50
196999,1599489932,2020/9/7 14:45:32,Inactive,20.60,50.50
197999,1599489933,2020/9/7 14:45:33,Inactive,20.60,50.50
198999,1599489934,2020/9/7 14:45:34,Inactive,20.60,50.40
200000,1599489935,2020/9/7 14:45:35,Inactive,20.60,50.40
200999,1599489936,2020/9/7 14:45:36,Inactive,20.60,50.40
202000,1599489937,2020/9/7 14:45:37,Active,20.60,50.40
202999,1599489938,2020/9/7 14:45:38,Active,20.50,50.30
203999,1599489939,2020/9/7 14:45:39,Active,20.50,50.30
204999,1599489940,2020/9/7 14:45:40,Inactive,20.60,50.40
206000,1599489941,2020/9/7 14:45:41,Inactive,20.60,50.40
206999,1599489942,2020/9/7 14:45:42,Inactive,20.50,50.30
208000,1599489943,2020/9/7 14:45:43,Inactive,20.50,50.30
208999,1599489944,2020/9/7 14:45:44,Inactive,20.60,50.30
209999,1599489945,2020/9/7 14:45:45,Inactive,20.60,50.30
210999,1599489946,2020/9/7 14:45:46,Inactive,20.50,50.20
211999,1599489947,2020/9/7 14:45:47,Inactive,20.50,50.20
212999,1599489948,2020/9/7 14:45:48,Inactive,20.60,50.30
213999,1599489949,2020/9/7 14:45:49,Inactive,20.60,50.30
214999,1599489950,2020/9/7 14:45:50,Inactive,20.50,50.20
215999,1599489951,2020/9/7 14:45:51,Inactive,20.50,50.20
216999,1599489952,2020/9/7 14:45:52,Inactive,20.60,50.20
218000,1599489953,2020/9/7 14:45:53,Inactive,20.60,50.20
218999,1599489954,2020/9/7 14:45:54,Inactive,20.60,50.20
220000,1599489955,2020/9/7 14:45:55,Inactive,20.60,50.20
220999,1599489956,2020/9/7 14:45:56,Inactive,20.60,50.20
222000,1599489957,2020/9/7 14:45:57,Inactive,20.60,50.20
222999,1599489958,2020/9/7 14:45:58,Inactive,20.60,50.20
224000,1599489959,2020/9/7 14:45:59,Inactive,20.60,50.20
224999,1599489960,2020/9/7 14:46:0,Inactive,20.50,50.20
225999,1599489961,2020/9/7 14:46:1,Inactive,20.50,50.20
226999,1599489962,2020/9/7 14:46:2,Inactive,20.60,50.20
227999,1599489963,2020/9/7 14:46:3,Inactive,20.60,50.20
228999,1599489964,2020/9/7 14:46:4,Active,20.60,50.20
229999,1599489965,2020/9/7 14:46:5,Active,20.60,50.20
230999,1599489966,2020/9/7 14:46:6,Active,20.50,50.20
231999,1599489967,2020/9/7 14:46:7,Inactive,20.50,50.20
232999,1599489968,2020/9/7 14:46:8,Inactive,20.60,50.30
233999,1599489969,2020/9/7 14:46:9,Inactive,20.60,50.30
234999,1599489970,2020/9/7 14:46:10,Inactive,20.60,50.30
235999,1599489971,2020/9/7 14:46:11,Inactive,20.60,50.30
236999,1599489972,2020/9/7 14:46:12,Inactive,20.50,50.20
237999,1599489973,2020/9/7 14:46:13,Inactive,20.50,50.20
238999,1599489974,2020/9/7 14:46:14,Inactive,20.50,50.20
240000,1599489975,2020/9/7 14:46:15,Inactive,20.50,50.20
240999,1599489976,2020/9/7 14:46:16,Inactive,20.60,50.30
241999,1599489977,2020/9/7 14:46:17,Inactive,20.60,50.30
242999,1599489978,2020/9/7 14:46:18,Inactive,20.60,50.30
243999,1599489979,2020/9/7 14:46:19,Inactive,20.60,50.30
244999,1599489980,2020/9/7 14:46:20,Inactive,20.60,50.30
245999,1599489981,2020/9/7 14:46:21,Inactive,20.60,50.30
246999,1599489982,2020/9/7 14:46:22,Active,20.60,50.20
247999,1599489983,2020/9/7 14:46:23,Active,20.60,50.20
248999,1599489984,2020/9/7 14:46:24,Active,20.60,50.20
249999,1599489985,2020/9/7 14:46:25,Inactive,20.60,50.20
250999,1599489986,2020/9/7 14:46:26,Inactive,20.60,50.20
252000,1599489987,2020/9/7 14:46:27,Inactive,20.60,50.20
252999,1599489988,2020/9/7 14:46:28,Inactive,20.60,50.20
254000,1599489989,2020/9/7 14:46:29,Active,20.60,50.20
254999,1599489990,2020/9/7 14:46:30,Active,20.60,50.30
256000,1599489991,2020/9/7 14:46:31,Inactive,20.60,50.30
256999,1599489992,2020/9/7 14:46:32,Inactive,20.60,50.30
257999,1599489993,2020/9/7 14:46:33,Inactive,20.60,50.30
258999,1599489994,2020/9/7 14:46:34,Inactive,20.60,50.40
260000,1599489995,2020/9/7 14:46:35,Active,20.60,50.40
260999,1599489996,2020/9/7 14:46:36,Active,20.60,50.40
262000,1599489997,2020/9/7 14:46:37,Active,20.60,50.40
262999,1599489998,2020/9/7 14:46:38,Inactive,20.60,50.40
264000,1599489999,2020/9/7 14:46:39,Inactive,20.60,50.40
264999,1599490000,2020/9/7 14:46:40,Inactive,20.60,50.30
265999,1599490001,2020/9/7 14:46:41,Inactive,20.60,50.30
266999,1599490002,2020/9/7 14:46:42,Inactive,20.60,50.30
267999,1599490003,2020/9/7 14:46:43,Inactive,20.60,50.30
268999,1599490004,2020/9/7 14:46:44,Active,20.60,50.30
269999,1599490005,2020/9/7 14:46:45,Active,20.60,50.30
270999,1599490006,2020/9/7 14:46:46,Inactive,20.60,50.30
272000,1599490007,2020/9/7 14:46:47,Inactive,20.60,50.30
272999,1599490008,2020/9/7 14:46:48,Inactive,20.60,50.30
273999,1599490009,2020/9/7 14:46:49,Inactive,20.60,50.30
274999,1599490010,2020/9/7 14:46:50,Active,20.60,50.20
275999,1599490011,2020/9/7 14:46:51,Active,20.60,50.20
276999,1599490012,2020/9/7 14:46:52,Active,20.60,50.20
277999,1599490013,2020/9/7 14:46:53,Active,20.60,50.20
278999,1599490014,2020/9/7 14:46:54,Inactive,20.60,50.30
279999,1599490015,2020/9/7 14:46:55,Inactive,20.60,50.30
280999,1599490016,2020/9/7 14:46:56,Inactive,20.60,50.30
281999,1599490017,2020/9/7 14:46:57,Inactive,20.60,50.30
282999,1599490018,2020/9/7 14:46:58,Inactive,20.60,50.30
283999,1599490019,2020/9/7 14:46:59,Inactive,20.60,50.30
284999,1599490020,2020/9/7 14:47:0,Active,20.60,50.30
286000,1599490021,2020/9/7 14:47:1,Active,20.60,50.30
286999,1599490022,2020/9/7 14:47:2,Active,20.60,50.30
288000,1599490023,2020/9/7 14:47:3,Active,20.60,50.30
288999,1599490024,2020/9/7 14:47:4,Active,20.60,50.30
289999,1599490025,2020/9/7 14:47:5,Inactive,20.60,50.30
290999,1599490026,2020/9/7 14:47:6,Inactive,20.60,50.30
291999,1599490027,2020/9/7 14:47:7,Inactive,20.60,50.30
292999,1599490028,2020/9/7 14:47:8,Inactive,20.60,50.30
293999,1599490029,2020/9/7 14:47:9,Active,20.60,50.30
294999,1599490030,2020/9/7 14:47:10,Active,20.60,50.30
295999,1599490031,2020/9/7 14:47:11,Inactive,20.60,50.30
296999,1599490032,2020/9/7 14:47:12,Inactive,20.60,50.20
298000,1599490033,2020/9/7 14:47:13,Active,20.60,50.20
298999,1599490034,2020/9/7 14:47:14,Active,20.60,50.20
299999,1599490035,2020/9/7 14:47:15,Inactive,20.60,50.20
300999,1599490036,2020/9/7 14:47:16,Inactive,20.60,50.20
302000,1599490037,2020/9/7 14:47:17,Inactive,20.60,50.20
302999,1599490038,2020/9/7 14:47:18,Inactive,20.60,50.10
304000,1599490039,2020/9/7 14:47:19,Inactive,20.60,50.10
304999,1599490040,2020/9/7 14:47:20,Inactive,20.60,50.10
305999,1599490041,2020/9/7 14:47:21,Inactive,20.60,50.10
306999,1599490042,2020/9/7 14:47:22,Active,20.60,50.10
307999,1599490043,2020/9/7 14:47:23,Active,20.60,50.10
308999,1599490044,2020/9/7 14:47:24,Active,20.60,50.10
309999,1599490045,2020/9/7 14:47:25,Inactive,20.60,50.10
310999,1599490046,2020/9/7 14:47:26,Inactive,20.60,50.10
311999,1599490047,2020/9/7 14:47:27,Inactive,20.60,50.10
312999,1599490048,2020/9/7 14:47:28,Active,20.60,50.10
313999,1599490049,2020/9/7 14:47:29,Active,20.60,50.10
314999,1599490050,2020/9/7 14:47:30,Active,20.60,50.10
315999,1599490051,2020/9/7 14:47:31,Active,20.60,50.10
316999,1599490052,2020/9/7 14:47:32,Inactive,20.60,50.10
317999,1599490053,2020/9/7 14:47:33,Inactive,20.60,50.10
318999,1599490054,2020/9/7 14:47:34,Inactive,20.60,50.10
320000,1599490055,2020/9/7 14:47:35,Inactive,20.60,50.10
320999,1599490056,2020/9/7 14:47:36,Inactive,20.60,50.10
321999,1599490057,2020/9/7 14:47:37,Inactive,20.60,50.10
322999,1599490058,2020/9/7 14:47:38,Inactive,20.60,50.10
323999,1599490059,2020/9/7 14:47:39,Inactive,20.60,50.10
324999,1599490060,2020/9/7 14:47:40,Inactive,20.60,50.10
325999,1599490061,2020/9/7 14:47:41,Inactive,20.60,50.10
326999,1599490062,2020/9/7 14:47:42,Inactive,20.60,50.10
327999,1599490063,2020/9/7 14:47:43,Inactive,20.60,50.10
328999,1599490064,2020/9/7 14:47:44,Inactive,20.60,50.10
329999,1599490065,2020/9/7 14:47:45,Inactive,20.60,50.10
330999,1599490066,2020/9/7 14:47:46,Inactive,20.50,50.10
332000,1599490067,2020/9/7 14:47:47,Inactive,20.50,50.10
332999,1599490068,2020/9/7 14:47:48,Inactive,20.60,50.10
333999,1599490069,2020/9/7 14:47:49,Inactive,20.60,50.10
334999,1599490070,2020/9/7 14:47:50,Inactive,20.60,50.10
336000,1599490071,2020/9/7 14:47:51,Inactive,20.60,50.10
336999,1599490072,2020/9/7 14:47:52,Inactive,20.60,50.10
337999,1599490073,2020/9/7 14:47:53,Active,20.60,50.10
338999,1599490074,2020/9/7 14:47:54,Active,20.60,50.10
339999,1599490075,2020/9/7 14:47:55,Active,20.60,50.10
340999,1599490076,2020/9/7 14:47:56,Inactive,20.60,50.10
341999,1599490077,2020/9/7 14:47:57,Inactive,20.60,50.10
342999,1599490078,2020/9/7 14:47:58,Inactive,20.60,50.20
344000,1599490079,2020/9/7 14:47:59,Inactive,20.60,50.20
344999,1599490080,2020/9/7 14:48:0,Inactive,20.60,50.20
345999,1599490081,2020/9/7 14:48:1,Inactive,20.60,50.20
346999,1599490082,2020/9/7 14:48:2,Inactive,20.50,50.10
347999,1599490083,2020/9/7 14:48:3,Active,20.50,50.10
348999,1599490084,2020/9/7 14:48:4,Active,20.60,50.20
349999,1599490085,2020/9/7 14:48:5,Active,20.60,50.20
350999,1599490086,2020/9/7 14:48:6,Inactive,20.50,50.10
352000,1599490087,2020/9/7 14:48:7,Inactive,20.50,50.10
352999,1599490088,2020/9/7 14:48:8,Inactive,20.50,50.10
353999,1599490089,2020/9/7 14:48:9,Inactive,20.50,50.10
354999,1599490090,2020/9/7 14:48:10,Inactive,20.60,50.20
356000,1599490091,2020/9/7 14:48:11,Inactive,20.60,50.20
356999,1599490092,2020/9/7 14:48:12,Inactive,20.60,50.30
357999,1599490093,2020/9/7 14:48:13,Active,20.60,50.30
358999,1599490094,2020/9/7 14:48:14,Active,20.60,50.30
359999,1599490095,2020/9/7 14:48:15,Inactive,20.60,50.30
360999,1599490096,2020/9/7 14:48:16,Inactive,20.60,50.20
362000,1599490097,2020/9/7 14:48:17,Active,20.60,50.20
362999,1599490098,2020/9/7 14:48:18,Active,20.60,50.20
363999,1599490099,2020/9/7 14:48:19,Inactive,20.60,50.20
364999,1599490100,2020/9/7 14:48:20,Inactive,20.60,50.20
366000,1599490101,2020/9/7 14:48:21,Inactive,20.60,50.20
366999,1599490102,2020/9/7 14:48:22,Inactive,20.60,50.20
368000,1599490103,2020/9/7 14:48:23,Inactive,20.60,50.20
368999,1599490104,2020/9/7 14:48:24,Inactive,20.60,50.20
370000,1599490105,2020/9/7 14:48:25,Inactive,20.60,50.20
370999,1599490106,2020/9/7 14:48:26,Inactive,20.60,50.20
372000,1599490107,2020/9/7 14:48:27,Inactive,20.60,50.20
372999,1599490108,2020/9/7 14:48:28,Inactive,20.60,50.20
374000,1599490109,2020/9/7 14:48:29,Inactive,20.60,50.20
374999,1599490110,2020/9/7 14:48:30,Inactive,20.60,50.20
376000,1599490111,2020/9/7 14:48:31,Inactive,20.60,50.20
376999,1599490112,2020/9/7 14:48:32,Inactive,20.60,50.20
378000,1599490113,2020/9/7 14:48:33,Inactive,20.60,50.20
378999,1599490114,2020/9/7 14:48:34,Active,20.60,50.20
379999,1599490115,2020/9/7 14:48:35,Active,20.60,50.20
380999,1599490116,2020/9/7 14:48:36,Active,20.60,50.20
381999,1599490117,2020/9/7 14:48:37,Inactive,20.60,50.20
382999,1599490118,2020/9/7 14:48:38,Inactive,20.50,50.10
384000,1599490119,2020/9/7 14:48:39,Inactive,20.50,50.10
384999,1599490120,2020/9/7 14:48:40,Active,20.60,50.10
385999,1599490121,2020/9/7 14:48:41,Active,20.60,50.10
386999,1599490122,2020/9/7 14:48:42,Active,20.60,50.10
387999,1599490123,2020/9/7 14:48:43,Active,20.60,50.10
388999,1599490124,2020/9/7 14:48:44,Inactive,20.50,50.00
389999,1599490125,2020/9/7 14:48:45,Inactive,20.50,50.00
390999,1599490126,2020/9/7 14:48:46,Active,20.60,50.10
391999,1599490127,2020/9/7 14:48:47,Active,20.60,50.10
392999,1599490128,2020/9/7 14:48:48,Active,20.60,50.10
393999,1599490129,2020/9/7 14:48:49,Inactive,20.60,50.10
394999,1599490130,2020/9/7 14:48:50,Inactive,20.60,50.10
395999,1599490132,2020/9/7 14:48:52,Inactive,20.60,50.10
396999,1599490133,2020/9/7 14:48:53,Inactive,20.60,50.10
397999,1599490134,2020/9/7 14:48:54,Inactive,20.60,50.10
398999,1599490135,2020/9/7 14:48:55,Inactive,20.60,50.10
400000,1599490136,2020/9/7 14:48:56,Inactive,20.60,50.10
400999,1599490137,2020/9/7 14:48:57,Inactive,20.60,50.10
401999,1599490138,2020/9/7 14:48:58,Inactive,20.60,50.10
402999,1599490139,2020/9/7 14:48:59,Active,20.60,50.10
403999,1599490140,2020/9/7 14:49:0,Active,20.60,50.10
404999,1599490141,2020/9/7 14:49:1,Active,20.50,50.10
405999,1599490142,2020/9/7 14:49:2,Active,20.50,50.10
406999,1599490143,2020/9/7 14:49:3,Inactive,20.60,50.20
408000,1599490144,2020/9/7 14:49:4,Inactive,20.60,50.20
408999,1599490145,2020/9/7 14:49:5,Inactive,20.60,50.10
409999,1599490146,2020/9/7 14:49:6,Active,20.60,50.10
410999,1599490147,2020/9/7 14:49:7,Active,20.60,50.20
411999,1599490148,2020/9/7 14:49:8,Active,20.60,50.20
412999,1599490149,2020/9/7 14:49:9,Inactive,20.60,50.20
413999,1599490150,2020/9/7 14:49:10,Inactive,20.60,50.20
414999,1599490151,2020/9/7 14:49:11,Inactive,20.60,50.20
416000,1599490152,2020/9/7 14:49:12,Active,20.60,50.20
416999,1599490153,2020/9/7 14:49:13,Active,20.60,50.20
